ts,uid,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,community_id,datetime,label_technique,label_tactic,label_binary
"1,663,788,870.959",CI7CkV65Oc2qZSZkh,143.88.5.11,"44,184",143.88.5.12,"35,596",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:6kFlgH16+pXVMmGqLiQ/3pY5IZA=,"9/21/2022, 12:34:30 PM",T1587,Resource Development,1
"1,663,788,887.506",CcC7Xq3tCwAY41YMJh,143.88.5.11,"44,183",143.88.5.12,"39,443",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:gYiB6cl1uhoAA6bDQLM4bh5AU/c=,"9/21/2022, 12:34:47 PM",T1587,Resource Development,1
"1,663,787,685.711",CngY7azYf2DsBFcwd,143.88.5.11,"54,413",143.88.5.12,"14,810",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:5ZBy8Qac+psIUHLdR74Ak5e5Kd0=,"9/21/2022, 12:14:45 PM",T1587,Resource Development,1
"1,663,787,650.165",Cv7rxU38J9ymVZP0je,143.88.5.11,"54,412",143.88.5.12,"39,038",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:xUcDQn+W27Uc41UrA2WmO1ggEVo=,"9/21/2022, 12:14:10 PM",T1587,Resource Development,1
"1,663,787,659.45",CD4nqrMvtQqpZWNA2,143.88.5.11,"54,413",143.88.5.12,"54,703",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:YFBMrYWAVN9n9Hp1G+9kfmV4I8A=,"9/21/2022, 12:14:19 PM",T1587,Resource Development,1
"1,663,787,674.992",CdHR4ZcXIllJN9X86,143.88.5.11,"54,413",143.88.5.12,"48,069",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:BLzRR2nRqONco52bB0YbQ40RM04=,"9/21/2022, 12:14:34 PM",T1587,Resource Development,1
"1,663,787,650.2",CMsSRwouk8onFA3Vb,143.88.5.11,"54,412",143.88.5.12,"50,390",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:BGjxuQUCN8Y2us7ZN6a2+aEXbeE=,"9/21/2022, 12:14:10 PM",T1587,Resource Development,1
"1,663,787,674.214",CcQAMo1dq54R2hyju2,143.88.5.11,"54,412",143.88.5.12,"60,976",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:3747mCVsUarsS8O3M8XwNytfiVU=,"9/21/2022, 12:14:34 PM",T1587,Resource Development,1
"1,663,787,626.376",CQxJSsJSXr5MumxUk,143.88.5.11,"54,412",143.88.5.12,"57,393",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:rPWzr1y2kCaSs3DeWFtJBc/nLYw=,"9/21/2022, 12:13:46 PM",T1587,Resource Development,1
"1,663,787,677.478",Cc10PR9ko2lTvcmU1,143.88.5.11,"54,412",143.88.5.12,"47,065",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:QtePza7Hl+SWBkDbjcYXljeFOz4=,"9/21/2022, 12:14:37 PM",T1587,Resource Development,1
"1,663,788,882.389",CAOyiOR7UFp90NLT2,143.88.5.11,"44,183",143.88.5.12,"20,874",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:KzJxSF5WZDIBPlMsH/miknRBYIs=,"9/21/2022, 12:34:42 PM",T1587,Resource Development,1
"1,663,787,637.523",C3Vt5k28s8WPm33Bdd,143.88.5.11,"54,412",143.88.5.12,"24,757",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:OzoBa6J4mmGMnITSb5yCriLawkI=,"9/21/2022, 12:13:57 PM",T1587,Resource Development,1
"1,663,788,946.068",CKoQhZ2dlSxqaa4kSa,143.88.5.11,"44,183",143.88.5.12,"43,987",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:0UQ4Uz4+hwYQjfXRh2/wCcWwtrU=,"9/21/2022, 12:35:46 PM",T1587,Resource Development,1
"1,663,787,642.357",CnFthi2d429rkj9xA6,143.88.5.11,"54,412",143.88.5.12,"30,840",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:K94c4PFjAtl+acsqyk0/S3ryjps=,"9/21/2022, 12:14:02 PM",T1587,Resource Development,1
"1,663,788,929.529",CXfq5O1ZWuL7r6mlj,143.88.5.11,"44,183",143.88.5.12,"48,326",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:K7gwBxx/bf/nq3hKqGgATqkQdXQ=,"9/21/2022, 12:35:29 PM",T1587,Resource Development,1
"1,663,788,896.914",CxUxyc3UPeBedpnh18,143.88.5.11,"44,183",143.88.5.12,"15,268",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:VWU7DCv1Tzn5c9yUxFfjlC6UGg0=,"9/21/2022, 12:34:56 PM",T1587,Resource Development,1
"1,663,787,631.314",CDlKDx3kqnrGKAft36,143.88.5.11,"54,412",143.88.5.12,"29,230",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:7kSEN3U4GLQVp0plBIu4Rm8deGk=,"9/21/2022, 12:13:51 PM",T1587,Resource Development,1
"1,663,787,615.914",CsdnVp40MGjNN5I7xj,143.88.5.11,"54,413",143.88.5.12,"34,997",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:4yF1fLG50yyHRa+ve8RvDPzgRo4=,"9/21/2022, 12:13:35 PM",T1587,Resource Development,1
"1,663,788,910.8",C6jnP33KJqi4l4o69,143.88.5.11,"44,183",143.88.5.12,"37,902",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:ubM653+myfv1DpdtwRvNwj7l+1I=,"9/21/2022, 12:35:10 PM",T1587,Resource Development,1
"1,663,788,949.234",CYzMtE4ts9U0glv8V3,143.88.5.11,"44,183",143.88.5.12,"25,187",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:SNstBoSKh6jFjD9ZX93db/qz+mE=,"9/21/2022, 12:35:49 PM",T1587,Resource Development,1
"1,663,787,680.402",CcRtuo12zo6G9VRCS,143.88.5.11,"54,412",143.88.5.12,"8,180",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:URPNjV7ZudV4V75Ce1eqNNEbvYU=,"9/21/2022, 12:14:40 PM",T1587,Resource Development,1
"1,663,787,691.644",Cd8O9Y36mX7YMNsk4,143.88.5.11,"54,413",143.88.5.12,"27,094",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:Qn14CDl3xeSq/nRvkJ9oeS5mP/A=,"9/21/2022, 12:14:51 PM",T1587,Resource Development,1
"1,663,788,912.797",CUtTu3v700xehFRQ2,143.88.5.11,"44,183",143.88.5.12,"64,731",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:7sP8Bx48d6IDY8TRIcrX7lUuxag=,"9/21/2022, 12:35:12 PM",T1587,Resource Development,1
"1,663,787,665.862",CQd2eT1ALJuSXyDE0f,143.88.5.11,"54,413",143.88.5.12,"26,620",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:a1F8ST/2eN/ErXhXNb86nngUHls=,"9/21/2022, 12:14:25 PM",T1587,Resource Development,1
"1,663,788,926.676",C5wHQq4vjvcOSzPLa9,143.88.5.11,"44,184",143.88.5.12,"39,531",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:F6zwEEFXITSzNGdOq/mUibjBy7o=,"9/21/2022, 12:35:26 PM",T1587,Resource Development,1
"1,663,787,665.394",CcEtaH1sZY9vmeohnc,143.88.5.11,"54,413",143.88.5.12,"30,791",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:KhbZYENHNDXkpRoxbRDI3ENHkDw=,"9/21/2022, 12:14:25 PM",T1587,Resource Development,1
"1,663,788,879.181",C0CUhM3j38Qz3B6Gmk,143.88.5.11,"44,183",143.88.5.12,"58,920",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:1yrDFQ4Xr9lMTdo6VV3XU50fc/I=,"9/21/2022, 12:34:39 PM",T1587,Resource Development,1
"1,663,787,695.031",CvKf0z4WLjWEVifx68,143.88.5.11,"54,412",143.88.5.12,"24,639",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:LS+2+xDcxd+2p3BDlfRiJn65fao=,"9/21/2022, 12:14:55 PM",T1587,Resource Development,1
"1,663,787,623.922",CH9p493OWKkrb7dB47,143.88.5.11,"54,413",143.88.5.12,"58,905",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:JZnTun5MBs4e0hv7eB7rG9wP6Lg=,"9/21/2022, 12:13:43 PM",T1587,Resource Development,1
"1,663,787,677.009",CX4MtJ2meLuoiRBhUe,143.88.5.11,"54,412",143.88.5.12,"58,689",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:+QLgsKqBz0LBzOXkfZAmZ7bFFu4=,"9/21/2022, 12:14:37 PM",T1587,Resource Development,1
"1,663,788,922.705",CfU6wD1cFsQmNWShu1,143.88.5.11,"44,183",143.88.5.12,"6,951",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:ZzpiPIym8wjsLA01ArxR+Ucb1/w=,"9/21/2022, 12:35:22 PM",T1587,Resource Development,1
"1,663,788,949.98",CKEDIh1PO7pzLcjD0d,143.88.5.11,"44,184",143.88.5.12,"55,844",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:x8s+tDkXeox0F6JjQu2h1l/UveE=,"9/21/2022, 12:35:49 PM",T1587,Resource Development,1
"1,663,788,920.816",CSzLsK1LlBxZOESxRg,143.88.5.11,"44,184",143.88.5.12,"14,285",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:OXJIAmYekwpSDBl/wTGtj2WedSs=,"9/21/2022, 12:35:20 PM",T1587,Resource Development,1
"1,663,787,677.524",CLfdJ23FMFDSRjXfme,143.88.5.11,"54,412",143.88.5.12,"15,064",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:rVKqG/VzT7FkW4cnQN0UsjC84rs=,"9/21/2022, 12:14:37 PM",T1587,Resource Development,1
"1,663,788,881.865",Covcyx1aKTVMb321je,143.88.5.11,"44,184",143.88.5.12,"61,505",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:MeKGQ0PHPREVgpxeqLHeVMDgPqU=,"9/21/2022, 12:34:41 PM",T1587,Resource Development,1
"1,663,788,910.059",Cb1jr53UOcomHLRxd2,143.88.5.11,"44,184",143.88.5.12,"13,741",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:B2UyQN9N6UCVoQBWPQ33r6eANHs=,"9/21/2022, 12:35:10 PM",T1587,Resource Development,1
"1,663,787,677.975",C90rTE1QkYCQQAMyX6,143.88.5.11,"54,412",143.88.5.12,"15,418",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:v+QeSp+Beb7wTNmNXl6Pah024zU=,"9/21/2022, 12:14:37 PM",T1587,Resource Development,1
"1,663,787,689.753",CNNqP4FRZLuHUOoPg,143.88.5.11,"54,413",143.88.5.12,"32,972",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:AMuftPheCgb2zAdtN7Jh3SHfbjM=,"9/21/2022, 12:14:49 PM",T1587,Resource Development,1
"1,663,788,886.178",CIRLCS38CiMmxzzcy,143.88.5.11,"44,184",143.88.5.12,375,tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:0HszzGlSrgYzVKjl6UFypJJMclo=,"9/21/2022, 12:34:46 PM",T1587,Resource Development,1
"1,663,787,666.231",CIwO920s29vgzUeRk,143.88.5.11,"54,413",143.88.5.12,"65,291",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:g1B+I4QJCbUqvWhZsd9/kxh+3uw=,"9/21/2022, 12:14:26 PM",T1587,Resource Development,1
"1,663,788,873.166",CcsVqa1ozBhfIP8Kwj,143.88.5.11,"44,184",143.88.5.12,"2,041",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:go5E6p3md9G0M5X2EZsy7J6X6VQ=,"9/21/2022, 12:34:33 PM",T1587,Resource Development,1
"1,663,787,637.846",Cz7BT74ySxMxpQClDd,143.88.5.11,"54,413",143.88.5.12,"11,619",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:34Ky06S4QP/1BLLYqCBfU2778Wg=,"9/21/2022, 12:13:57 PM",T1587,Resource Development,1
"1,663,788,918.001",CmLTWt25TyQcotOTW6,143.88.5.11,"44,184",143.88.5.12,"37,584",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:sKpDgi/KQzeCcVFZyWDtk6Aogqk=,"9/21/2022, 12:35:18 PM",T1587,Resource Development,1
"1,663,787,690.739",CYOaVT2R96ZEgnYYRe,143.88.5.11,"54,412",143.88.5.12,"44,461",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:jWbMpWNWZmuhAMX0q+icGwfFL1Y=,"9/21/2022, 12:14:50 PM",T1587,Resource Development,1
"1,663,788,888.851",Cu18c3amXIaaH8Zug,143.88.5.11,"44,183",143.88.5.12,"27,496",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:jn3ogsBwWEMe3ewxILKmKKs9IGQ=,"9/21/2022, 12:34:48 PM",T1587,Resource Development,1
"1,663,787,672.66",CDD0sn3XKURO83b367,143.88.5.11,"54,412",143.88.5.12,"37,183",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:JcsvoPRLdtsSPKMKlRwrCEO6Yso=,"9/21/2022, 12:14:32 PM",T1587,Resource Development,1
"1,663,787,660.994",Ci8PE8GUBm0bMoR1l,143.88.5.11,"54,413",143.88.5.12,"25,232",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:/z8FbiAPfKZD9rsD57O5Ku5w0v0=,"9/21/2022, 12:14:20 PM",T1587,Resource Development,1
"1,663,787,675.248",CKDpkE2fb8XeGbkrm6,143.88.5.11,"54,412",143.88.5.12,"63,277",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:Sd7d5xGpjG0A3McTaEQr+qAk/XQ=,"9/21/2022, 12:14:35 PM",T1587,Resource Development,1
"1,663,787,683.16",C2ouTr4QFwnSJQVDL2,143.88.5.11,"54,413",143.88.5.12,"44,784",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:22n4apl16orzJfqIPg6ztTdP9K8=,"9/21/2022, 12:14:43 PM",T1587,Resource Development,1
"1,663,787,617.21",CelJMd24YvBOT6gGfg,143.88.5.11,"54,413",143.88.5.12,"22,873",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:RxXnK6967W2sf3qvonpUv+RJ0AI=,"9/21/2022, 12:13:37 PM",T1587,Resource Development,1
"1,663,788,892.184",CWgB5Y2FqSyjtnNjW5,143.88.5.11,"44,184",143.88.5.12,"31,874",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:gUJjYozSe5qr/7whTYJuiDL3fM4=,"9/21/2022, 12:34:52 PM",T1587,Resource Development,1
"1,663,788,905.533",CSB5Wt4u7fEMrA9Qce,143.88.5.11,"44,183",143.88.5.12,"61,179",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:ApzdVWsezgwxYeATPUEQzXKpIbo=,"9/21/2022, 12:35:05 PM",T1587,Resource Development,1
"1,663,787,653.804",CzSRa41i1OW2ahc7Q8,143.88.5.11,"54,412",143.88.5.12,"30,868",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:FC4GoIvEFQGrzrStTfVWYJ7bfAw=,"9/21/2022, 12:14:13 PM",T1587,Resource Development,1
"1,663,788,874.332",COcbvY2oAv9PFls1xj,143.88.5.11,"44,184",143.88.5.12,"49,968",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:vBIDZhQXANYRHymLn71leLWNmd0=,"9/21/2022, 12:34:34 PM",T1587,Resource Development,1
"1,663,788,927.841",C1ZZUQSOH6kEOkOCd,143.88.5.11,"44,184",143.88.5.12,"13,041",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:2FbfVfsVAH2TUdtXc9+k+dzEf+w=,"9/21/2022, 12:35:27 PM",T1587,Resource Development,1
"1,663,788,931.698",CGjlQL3oCxHbgsiI7i,143.88.5.11,"44,184",143.88.5.12,"28,947",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:vZaHOONXsj8llNeTkJKOE6SL9Fw=,"9/21/2022, 12:35:31 PM",T1587,Resource Development,1
"1,663,788,892.164",CeUJB02POc3qFMUol9,143.88.5.11,"44,183",143.88.5.12,"23,270",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:r0K9tXYCkx3+Rkp9EL27GtYJyCs=,"9/21/2022, 12:34:52 PM",T1587,Resource Development,1
"1,663,788,929.294",CfwCV92Wgzu0xmqHeb,143.88.5.11,"44,184",143.88.5.12,"8,362",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:LdGD6qp6uxcECWIPQROHQB7eRak=,"9/21/2022, 12:35:29 PM",T1587,Resource Development,1
"1,663,788,916.491",CspSep2cTADN5K5bke,143.88.5.11,"44,184",143.88.5.12,"47,946",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:kKiH/IvLNnsV9QNW1LQ3J2bBcL4=,"9/21/2022, 12:35:16 PM",T1587,Resource Development,1
"1,663,788,919.734",CDFI0ggWIScUE0ugh,143.88.5.11,"44,184",143.88.5.12,"5,331",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:itYGBwueH7qYdVAF9nL2hqulPM0=,"9/21/2022, 12:35:19 PM",T1587,Resource Development,1
"1,663,788,932.845",Cs2HXk2jTiXx2LOr11,143.88.5.11,"44,183",143.88.5.12,"51,146",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:pA2jwuKPGHPvXBcAzeflCWSbfZg=,"9/21/2022, 12:35:32 PM",T1587,Resource Development,1
"1,663,787,628.917",Cudg4o1jI96hrhza1c,143.88.5.11,"54,413",143.88.5.12,"11,213",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:Xu6nLxt/irRmfwXJ23ysiEKEOYM=,"9/21/2022, 12:13:48 PM",T1587,Resource Development,1
"1,663,788,910.728",CLZntS2CqJJ7bLF6U3,143.88.5.11,"44,183",143.88.5.12,"42,712",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:1iDhIS7WkUL0AnU05cAkhUQhr7Q=,"9/21/2022, 12:35:10 PM",T1587,Resource Development,1
"1,663,787,682.149",CyrCkQ5h41t8LUux9,143.88.5.11,"54,413",143.88.5.12,"4,787",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:Qns9XyEzKN/RMsp9iYO8X+wXXQ4=,"9/21/2022, 12:14:42 PM",T1587,Resource Development,1
"1,663,787,656.793",CkzoC34a0Ah32iVIe6,143.88.5.11,"54,413",143.88.5.12,609,tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:wVXrJRPfcPG8XNEH5kUxYc8kzAc=,"9/21/2022, 12:14:16 PM",T1587,Resource Development,1
"1,663,788,930.988",CIZAch3GC4wdOQ29Od,143.88.5.11,"44,183",143.88.5.12,"55,809",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:nEZj4EgTfplIcHU69q8lxFu8ch8=,"9/21/2022, 12:35:30 PM",T1587,Resource Development,1
"1,663,788,936.011",C1tNPD35ctf5dRh2wb,143.88.5.11,"44,184",143.88.5.12,"57,816",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:AmrpNKZRpdzqhc7EUU8gZ5vEHTk=,"9/21/2022, 12:35:36 PM",T1587,Resource Development,1
"1,663,787,683.461",CXC41V2ZviybXgD2Dg,143.88.5.11,"54,413",143.88.5.12,"5,016",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:hNZc0pmcAZ8Y7iZ5vcaKE1MsvR4=,"9/21/2022, 12:14:43 PM",T1587,Resource Development,1
"1,663,788,934.612",C2Oi9e4UlCFYi0otx8,143.88.5.11,"44,184",143.88.5.12,"30,335",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:WxZiamadx8SIEA2iTSpzB5sjU7M=,"9/21/2022, 12:35:34 PM",T1587,Resource Development,1
"1,663,787,687.082",CsN9mgnYXneKr0Jhd,143.88.5.11,"54,412",143.88.5.12,"24,223",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:/PMOmK6SvoQb2pez74TkPuu3zEM=,"9/21/2022, 12:14:47 PM",T1587,Resource Development,1
"1,663,787,685.377",C8ktPg1h0fIZQbR7Zf,143.88.5.11,"54,412",143.88.5.12,"55,190",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:631od8ZxrW2rtdo0qGjnU2a8wmE=,"9/21/2022, 12:14:45 PM",T1587,Resource Development,1
"1,663,787,683.603",Cn9B5B3McxAiI4XrKi,143.88.5.11,"54,413",143.88.5.12,"40,045",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:6w2ztwyV2YYrphDQDaWZGhpzXLE=,"9/21/2022, 12:14:43 PM",T1587,Resource Development,1
"1,663,788,947.808",C0yMxg3cAoPCEFhs21,143.88.5.11,"44,184",143.88.5.12,"50,934",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:idPJXuQNlE5UT00wmFoSxeJrTUU=,"9/21/2022, 12:35:47 PM",T1587,Resource Development,1
"1,663,787,653.94",ClccNJ1liNNXm43Srh,143.88.5.11,"54,412",143.88.5.12,"43,829",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:IxohzoWWIpfSNX3SzDp1e5mX1v0=,"9/21/2022, 12:14:13 PM",T1587,Resource Development,1
"1,663,788,931.649",C62pzbLluo6uOi3x5,143.88.5.11,"44,183",143.88.5.12,"17,450",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:WC3mix9vILzcaUy5PWvzzoLBqNE=,"9/21/2022, 12:35:31 PM",T1587,Resource Development,1
"1,663,788,865.493",CQDZl31YitIzZzhSjl,143.88.5.11,"44,184",143.88.5.12,"6,795",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:7GVDczJQKNz4ENtsvU6rTuT050A=,"9/21/2022, 12:34:25 PM",T1587,Resource Development,1
"1,663,788,879.476",C7uoiV1YtuIqvQusZ9,143.88.5.11,"44,184",143.88.5.12,"28,671",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:v3SHXpvJjZTXhQANO2NzB8Ht0JM=,"9/21/2022, 12:34:39 PM",T1587,Resource Development,1
"1,663,787,680.696",CkOSEI3740TVnGJVe4,143.88.5.11,"54,412",143.88.5.12,"61,852",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:jSxarGQ+lOf3mANfsFzNQI1UGPs=,"9/21/2022, 12:14:40 PM",T1587,Resource Development,1
"1,663,787,670.539",CAiz4I3gqmiDDl6pOc,143.88.5.11,"54,413",143.88.5.12,"32,912",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:JSh9eT8vMrdUz/aGP3RUTRYgpN0=,"9/21/2022, 12:14:30 PM",T1587,Resource Development,1
"1,663,787,640.945",CabnfD2Z3KxYMk5iw1,143.88.5.11,"54,413",143.88.5.12,"2,764",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:z+7KKMcU1RCNApBE3rfDTVVr/3Q=,"9/21/2022, 12:14:00 PM",T1587,Resource Development,1
"1,663,787,641.282",CZdTjo29SrOh22byV3,143.88.5.11,"54,412",143.88.5.12,"22,209",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:ruBVBzv/yUBP+uu9WOkT9KHCzo8=,"9/21/2022, 12:14:01 PM",T1587,Resource Development,1
"1,663,788,876.738",CBh9TzypgzN6mL3B,143.88.5.11,"44,183",143.88.5.12,"34,620",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:jUeGtQp0wTJYNSHumtySiG9kzfQ=,"9/21/2022, 12:34:36 PM",T1587,Resource Development,1
"1,663,787,689.337",CtMvpLRU7ltYhdco9,143.88.5.11,"54,413",143.88.5.12,"4,916",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:bVu1jPJqSC5BupFldIV7KfZjTA0=,"9/21/2022, 12:14:49 PM",T1587,Resource Development,1
"1,663,787,664.772",CmEtbj3kaQ3wzPXLAg,143.88.5.11,"54,413",143.88.5.12,"24,042",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:95aXITXAw/Cjqs7btC/YC6UGw8A=,"9/21/2022, 12:14:24 PM",T1587,Resource Development,1
"1,663,788,929.219",CfJ0al4JvKCG9Knu05,143.88.5.11,"44,183",143.88.5.12,"35,317",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:fFXQiP1ZkF53pcpqWrBYRNnDF70=,"9/21/2022, 12:35:29 PM",T1587,Resource Development,1
"1,663,788,923.872",Cw6hlR20WZmIdqh1q8,143.88.5.11,"44,183",143.88.5.12,"53,029",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:h/JBjWMs2B/+fHKIcfvnrqemgBg=,"9/21/2022, 12:35:23 PM",T1587,Resource Development,1
"1,663,788,903.502",CzmYgT1E48xeSkeK0l,143.88.5.11,"44,184",143.88.5.12,"33,369",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:+xi/sGH57TQIsstjANmP4nu+WTw=,"9/21/2022, 12:35:03 PM",T1587,Resource Development,1
"1,663,788,905.3",CTo49j4AfcOQgr9o19,143.88.5.11,"44,184",143.88.5.12,"61,330",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:8wGnmfaGCYgBn3M+M4cl8pqSbUw=,"9/21/2022, 12:35:05 PM",T1587,Resource Development,1
"1,663,787,673.232",C0GaEY3M4l6nBCix7g,143.88.5.11,"54,412",143.88.5.12,"27,467",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:YX0h/3emxBzSl5F0i457EE+gvyk=,"9/21/2022, 12:14:33 PM",T1587,Resource Development,1
"1,663,788,922.089",CQf72M313A1I7diV2c,143.88.5.11,"44,183",143.88.5.12,"56,778",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:bKl3Eb/qO3abwJY4meRQmGMLRKY=,"9/21/2022, 12:35:22 PM",T1587,Resource Development,1
"1,663,787,678.118",CedI3n1VC6KqAGnAoi,143.88.5.11,"54,413",143.88.5.12,"46,255",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:MbuBFIrM06Q7YGIJ1Va2p2JLjCo=,"9/21/2022, 12:14:38 PM",T1587,Resource Development,1
"1,663,787,674.391",CPdXcD2wx4hzmQNbSa,143.88.5.11,"54,413",143.88.5.12,"42,008",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:iKmvMzECnfklczWobULGJsLNJCo=,"9/21/2022, 12:14:34 PM",T1587,Resource Development,1
"1,663,787,657.002",CdgVCx2jNvBHXC2PF6,143.88.5.11,"54,412",143.88.5.12,"64,312",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:JrAynLJ7JPxWDu5zSzAKtiKftzY=,"9/21/2022, 12:14:17 PM",T1587,Resource Development,1
"1,663,787,673.035",CwkRAD1QfXHtutx8Re,143.88.5.11,"54,413",143.88.5.12,"7,793",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:1i/qPam7CHsT93L+0otOWLlms4I=,"9/21/2022, 12:14:33 PM",T1587,Resource Development,1
"1,663,787,685.636",Cs3NRC5w6ZfCHJ2vi,143.88.5.11,"54,413",143.88.5.12,"32,356",tcp,-,-,-,-,S0,false,false,0,S,1,44,0,0,1:/6cXo8qm+iE3p/mRJ5ZRqxpGTOw=,"9/21/2022, 12:14:45 PM",T1587,Resource Development,1
